full_name,a,e,i,om,w,q,ad,per_y,H,neo,pha,rot_per
 18388 (1992 GX4),2.277791706062805,0.09781079105981937,4.148753800171474,38.68805218476211,174.3494274714043,2.054999097423306,2.500584314702303,3.4377889645674,14.62,N,N,
       (2010 NX67),3.113187349320145,0.2229336802748714,11.14544536235056,156.9185832315241,161.3940165498672,2.419153036151033,3.807221662489256,5.49308207069804,17.3,N,N,
112142 (2002 JV61),2.391682936337814,0.2407979621774506,6.134404343238521,140.0090113322902,162.3955538411834,1.815770559093087,2.967595313582541,3.69882351369796,16.34,N,N,
247930 (2003 WK136),2.53551143998278,0.2797266604265402,15.08471667614167,69.11664306476638,301.6812619957132,1.826261292403109,3.244761587562451,4.0374444852043,17.2,N,N,
213282 (2001 PA25),2.690967985423301,0.211050472366328,4.137177626902167,170.5899998511053,151.4529688242603,2.123037920977048,3.258898049869555,4.41439304326183,16.68,N,N,
 23922 Tawadros (1998 SR135),3.109616547334424,0.1528657432486279,3.954819255289646,96.21229273054604,251.8093928772678,2.634262702607915,3.584970392060933,5.48363399677418,14.24,N,N,
 10210 Nathues (1997 QV3),2.477766587622729,0.09065193077302648,5.896923894459198,191.7635869073733,75.18538115626288,2.253152262449836,2.702380912795623,3.90030698359518,13.62,N,N,
 72146 (2000 YV87),2.355727720719401,0.1131224917677416,3.409196534829116,112.9961786097962,11.93261386252148,2.089241931025279,2.622213510413522,3.61572873736047,16.21,N,N,
 34788 (2001 RE114),2.402941300526163,0.1424309584040628,9.951957243647072,151.8428588659763,324.6202470251873,2.060688068103516,2.745194532948809,3.72497142151038,15.69,N,N,
 28704 (2000 GU91),2.55870494038806,0.1849509154535937,14.35116941765456,172.4495280415175,343.8248856294589,2.085470119287655,3.031939761488464,4.09296955082375,14.5,N,N,2.84
 91609 (1999 TX21),2.749484704313063,0.1252642343910957,7.198248190829123,22.35705926005835,96.8993903492475,2.405072607857259,3.093896800768867,4.55916347036507,14.74,N,N,
       (2010 DM68),3.054583184515352,0.1573432570167865,22.84844946873701,97.60064811650165,255.1892040755866,2.573965117434999,3.535201251595706,5.33870762377732,15.9,N,N,
108221 (2001 HS33),2.635793131569659,0.1016805608156528,5.095593343373179,62.93827360856931,227.9831255292743,2.36778420775761,2.903802055381707,4.27932415541009,15.29,N,N,
  8224 Fultonwright (1996 PE),2.796907667612354,0.159923076994515,4.344235430677324,107.3434517458481,239.100837595824,2.349617587338234,3.244197747886474,4.67762494201227,14.17,N,N,
       (2010 KQ91),2.363558397688217,0.1156294846461722,1.729132746172237,255.0144606892903,35.17430538435637,2.090261358232396,2.636855437144038,3.63377228275861,18.25,N,N,
 46732 (1997 TD19),2.941365929210787,0.1043539634676735,2.227385913223879,169.5505531945005,145.2072728391419,2.634422736488865,3.24830912193271,5.0446586943293,14.21,N,N,
132239 (2002 EF80),2.411439571895349,0.2063037205427408,2.918335070079922,43.94191549617616,261.7538970108699,1.913950616349344,2.908928527441353,3.74474955139276,15.97,N,N,
 13503 (1988 RH6),2.244903573533558,0.1307464456256764,7.00385169792474,318.5509681517296,52.96421562726807,1.951390410521666,2.53841673654545,3.36360306208062,14.29,N,N,6.9
 82388 (2001 MX24),2.681105004408908,0.1930964862585692,2.155649984700673,347.1669441651302,35.42666262793647,2.163393048767282,3.198816960050534,4.39014573398299,15.06,N,N,
127825 (2003 FR92),3.110106259047112,0.2121518945471798,16.73313291406545,30.2304721768407,244.2071302506004,2.450291323947225,3.769921194146999,5.48492941639209,14.71,N,N,
       (2015 BN297),3.051400733576358,0.2071665730424506,9.274336850112125,132.5781309358657,35.65191359937024,2.419252500622124,3.683548966530592,5.33036651079453,17.1,N,N,
234667 (2002 FW28),2.579296015906746,0.2067201776293457,11.9821792316226,45.62265477953913,283.3314912994797,2.04610348533984,3.112488546473652,4.1424758309178,15.36,N,N,
240934 (2006 FK42),2.582375975448944,0.1281121518268999,11.66040845065651,188.0281586391478,246.02561926371,2.25154223240809,2.913209718489798,4.14989789449628,16.46,N,N,
318011 (2004 CV99),3.967982078445312,0.1597364903490347,10.85552958832593,9.73411285268309,122.8089261869212,3.33415054746659,4.601813609424035,7.90428798987058,14.64,N,N,
243180 (2007 TQ164),2.797893009706804,0.07513306608141046,4.94660641891954,45.8707673730421,281.113148441289,2.587678729319786,3.008107290093821,4.68009702934277,16.2,N,N,
236530 (2006 HF16),2.608451780428685,0.1604545635329251,4.191816357328151,182.2986040419285,53.52660483371956,2.189913788503319,3.026989772354051,4.21291232856752,16.34,N,N,
460418 (2014 SO135),3.100495729526075,0.1189862392961571,18.29930846633605,134.9862228406766,261.5950146481725,2.731579402715972,3.469412056336178,5.45952562216505,16.02,N,N,
121827 (2000 BG12),3.1284314173804,0.05692930412706869,7.448136342873138,136.7360567034057,253.4375677180957,2.950331993779675,3.306530840981126,5.5334776512483,14.69,N,N,
 16654 (1993 TY29),2.427411253687883,0.1434495342599881,9.040620438953257,187.5383469494105,260.9407299701858,2.079200239888902,2.775622267486864,3.78201497241622,14.69,N,N,
144517 (2004 EN77),2.669185851405562,0.08087620415373861,4.488916965073641,202.1660402321713,192.2906933326921,2.453312231563015,2.885059471248109,4.36090296694642,16.14,N,N,
 45428 (2000 AN167),2.622717151107315,0.1950216762772053,11.66549155957247,166.4671701104854,272.7187278650182,2.11123045589739,3.13420384631724,4.24751955244931,15.26,N,N,
       (2016 AA117),3.202399289294539,0.03529800496081795,8.994432278059161,312.8771969738523,51.16024426948354,3.089360983294501,3.315437595294578,5.73088143251598,16.2,N,N,
 62703 (2000 TG34),3.08108735445601,0.2778198429165443,10.24380481423626,26.08890874021166,19.74465637351951,2.22510014962889,3.93707455928313,5.40834290746081,14.03,N,N,
 96767 (1999 RP40),2.652470348712091,0.03877319205512653,22.1413626926472,164.3918725095297,287.7050016723911,2.549625606460948,2.755315090963233,4.32000260664562,14.85,N,N,16.125
117836 (2005 JR61),2.559643187010038,0.00372472894266981,12.78656943393602,46.90186873912423,290.5738741739245,2.550109209948474,2.569177164071602,4.0952210219565,15.6,N,N,79.9877
448509 (2010 ME100),3.067030523662069,0.1086801358069219,9.879711454300596,5.468263639437713,306.2981072300526,2.733705229826501,3.400355817497637,5.37137346688412,16.57,N,N,
 86286 (1999 UQ43),3.20950493317071,0.1709647592955863,15.07652972609511,280.5906181377308,131.4147629708444,2.660792694813183,3.758217171528237,5.74996595913714,14.69,N,N,
112700 (2002 PY104),2.433104481425035,0.1834941634422332,8.73969271359007,270.4966300728266,315.4021902206098,1.986644010038399,2.87956495281167,3.79532822500767,16.2,N,N,
   416 Vaticana (A896 JA),2.792260105488905,0.2177516168115268,12.85863996144914,58.0690221751955,198.2513777471858,2.184240952960371,3.400279258017438,4.66597072159294,7.71,N,N,5.372
